idx	pmid	cancer_name_from_study	cohortsize	cancer_class	gene	ensemblid	mutation_type	element	num_of_mutations	mutatedsamplesize	somatic	germline	evidencetype	evidencemethod	adult_cancer	project_code	data_source_url	cancer_category	primary_site	cancer_full_name	solid_tumor	cancertype	project_source	first_author_first_name	first_author_last_name	journal_name	year	cosmic
1509	PCAWG	meta_Glioma	146	primary	TERT	ENSG00000164362	SNV	promoter	37	37	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Giloma	NA	Carcinoma	Central Nerve System	Giloma	solid	Giloma	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1508	PCAWG	meta_Glioma	146	primary	GALNTL5	ENSG00000106648	SNV	promoter	3	3	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Giloma	NA	Carcinoma	Central Nerve System	Giloma	solid	Giloma	PCAWG	Esther	Rheinbay	Nature	2020	No
1532	PCAWG	meta_Sarcoma	95	primary	MTG2	ENSG00000101181	SNV	5UTR	3	3	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Sarcoma	NA	Sarcoma	Soft Tissue	Sarcoma	solid	Sarcoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1572	PCAWG	meta_Kidney	186	primary	NEAT1	ENSG00000245532	SNV	lncRNA	45	37	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Kidney	NA	Carcinoma	Kidney	Kidney	solid	Kidney	PCAWG	Esther	Rheinbay	Nature	2020	No
1549	PCAWG	meta_Kidney	186	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	5	5	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Kidney	NA	Carcinoma	Kidney	Kidney	solid	Kidney	PCAWG	Esther	Rheinbay	Nature	2020	No
1581	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	NEAT1	ENSG00000245532	SNV	lncRNA	397	305	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1496	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	TP53TG1	ENSG00000182165	SNV	enhancer	16	15	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1555	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	RP11-440L14.1	ENSG00000249592	SNV	lncRNA promoter	14	14	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1516	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	HES1	ENSG00000114315	SNV	promoter	12	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1580	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	MALAT1	ENSG00000251562	SNV	lncRNA	148	103	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1554	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	34	32	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1531	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	WDR74	ENSG00000133316	SNV	5UTR	47	43	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1538	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	TOB1	ENSG00000141232	SNV	3UTR	22	20	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1517	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	HIST1H2AM	ENSG00000233224	SNV	promoter	12	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1518	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	TERT	ENSG00000164362	SNV	promoter	100	98	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1582	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	RPPH1	ENSG00000259001	SNV	lncRNA	12	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1583	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	G029190	none	SNV	lncRNA	34	30	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1579	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	CTD-2105E13.15	ENSG00000269275	SNV	lncRNA	6	6	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1530	PCAWG	Pancan-no-skin-melanoma-lymph	2693	primary	MTG2	ENSG00000101181	SNV	5UTR	9	9	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Pancan-no-skin-melanoma-lymph	NA	Mix	Mix	Pancan-no-skin-melanoma-lymph	mix	PanCancer	PCAWG	Esther	Rheinbay	Nature	2020	No
1595	31954095	PanCancer	1844	primary	TERT	ENSG00000164362	SNV	FMRE	NA	91	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	Yes
1596	31954095	PanCancer	1844	primary	WDR74	ENSG00000133316	SNV	FMRE	NA	51	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1597	31954095	PanCancer	1844	primary	GSTA4	ENSG00000170899	SNV	FMRE	NA	33	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1598	31954095	PanCancer	1844	primary	RN7SK	ENSG00000202198	SNV	FMRE	NA	33	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1599	31954095	PanCancer	1844	primary	FBXO9	ENSG00000112146	SNV	FMRE	NA	33	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1600	31954095	PanCancer	1844	primary	ICK	ENSG00000112144	SNV	FMRE	NA	33	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1601	31954095	PanCancer	1844	primary	RMRP	ENSG00000269900	SNV	FMRE	NA	31	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1602	31954095	PanCancer	1844	primary	CCDC107	ENSG00000159884	SNV	FMRE	NA	41	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1603	31954095	PanCancer	1844	primary	SHF	ENSG00000138606	SNV	FMRE	NA	26	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1604	31954095	PanCancer	1844	primary	SPATA5L1	ENSG00000171763	SNV	FMRE	NA	26	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1605	31954095	PanCancer	1844	primary	GATM	ENSG00000171766	SNV	FMRE	NA	26	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1606	31954095	PanCancer	1844	primary	SQRDL	ENSG00000137767	SNV	FMRE	NA	26	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1607	31954095	PanCancer	1844	primary	NBPF1	ENSG00000219481	SNV	FMRE	NA	34	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1608	31954095	PanCancer	1844	primary	POLR3E	ENSG00000058600	SNV	FMRE	NA	31	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1609	31954095	PanCancer	1844	primary	EEF2K	ENSG00000103319	SNV	FMRE	NA	31	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1610	31954095	PanCancer	1844	primary	ZSCAN31	ENSG00000235109	SNV	FMRE	NA	27	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1611	31954095	PanCancer	1844	primary	ZKSCAN3	ENSG00000189298	SNV	FMRE	NA	27	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1612	31954095	PanCancer	1844	primary	CCNB1IP1	ENSG00000100814	SNV	FMRE	NA	24	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	Yes
1613	31954095	PanCancer	1844	primary	PARP2	ENSG00000129484	SNV	FMRE	NA	24	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1614	31954095	PanCancer	1844	primary	RPPH1	ENSG00000259001	SNV	FMRE	NA	24	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1615	31954095	PanCancer	1844	primary	RNASE4	ENSG00000258818	SNV	FMRE	NA	24	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1616	31954095	PanCancer	1844	primary	ANG	ENSG00000214274	SNV	FMRE	NA	24	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1617	31954095	PanCancer	1844	primary	AL163636.6	ENSG00000259171	SNV	FMRE	NA	24	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1618	31954095	PanCancer	1844	primary	MED16	ENSG00000175221	SNV	FMRE	NA	18	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1619	31954095	PanCancer	1844	primary	RCC1	ENSG00000180198	SNV	FMRE	NA	44	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1620	31954095	PanCancer	1844	primary	SNHG3	ENSG00000242125	SNV	FMRE	NA	44	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1621	31954095	PanCancer	1844	primary	EPB41	ENSG00000159023	SNV	FMRE	NA	44	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1622	31954095	PanCancer	1844	primary	MALAT1	ENSG00000251562	SNV	FMRE	NA	79	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1623	31954095	PanCancer	1844	primary	SLC25A45	ENSG00000162241	SNV	FMRE	NA	79	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1624	31954095	PanCancer	1844	primary	NEAT1	ENSG00000245532	SNV	FMRE	NA	79	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1625	31954095	PanCancer	1844	primary	KCNQ3	ENSG00000184156	SNV	FMRE	NA	15	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1626	31954095	PanCancer	1844	primary	TBC1D12	ENSG00000108239	SNV	FMRE	NA	12	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1627	31954095	PanCancer	1844	primary	RP11-440L14.1	ENSG00000249592	SNV	FMRE	NA	1	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1628	31954095	PanCancer	1844	primary	FDX1	ENSG00000137714	SNV	FMRE	NA	8	Yes	No	computational prediction	ActiveDriverWGS	adult	PanCancer	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Helen	Zhu	Molecular Cell	2020	No
1629	31954095	Kidney-RCC	NA	primary	CCNB1IP1	ENSG00000100814	SNV	FMRE	NA	NA	Yes	No	experimental validation	CRISPR/Cas9	adult	Kidney-RCC	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	PCAWG	Helen	Zhu	Molecular Cell	2020	Yes
1637	31954095	"Kidney-RCC, Lung-SCC"	NA	primary	SQRDL	ENSG00000137767	SNV	FMRE	NA	7	Yes	No	gene expression association	F-test	adult	Kidney-RCC	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	PCAWG	Helen	Zhu	Molecular Cell	2020	No
1634	31954095	"Kidney-RCC, Breast-AdenoCa"	NA	primary	CCNB1IP1	ENSG00000100814	SNV	FMRE	NA	6	Yes	No	gene expression association	F-test	adult	Kidney-RCC	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	PCAWG	Helen	Zhu	Molecular Cell	2020	Yes
1630	31954095	Thy-AdenoCA	NA	primary	TERT	ENSG00000164362	SNV	FMRE	NA	11	Yes	No	gene expression association	F-test	adult	Thy-AdenoCA	NA	Carcinoma	Thyroid	Papillary Thyroid Carcinoma	solid	THCA	PCAWG	Helen	Zhu	Molecular Cell	2020	Yes
1631	31954095	Bladder-TCC	NA	primary	RCC1	ENSG00000180198	SNV	FMRE	NA	3	Yes	No	gene expression association	F-test	adult	Bladder-TCC	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	PCAWG	Helen	Zhu	Molecular Cell	2020	No
1636	31954095	Bladder-TCC	NA	primary	EPB41	ENSG00000159023	SNV	FMRE	NA	3	Yes	No	gene expression association	F-test	adult	Bladder-TCC	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	PCAWG	Helen	Zhu	Molecular Cell	2020	No
1632	31954095	Ovary-AdenoCA	NA	primary	ZKSCAN3	ENSG00000189298	SNV	FMRE	NA	3	Yes	No	gene expression association	F-test	adult	Ovary-AdenoCA	NA	Carcinoma	Ovary	Ovarian Serous Cystadenocarcinoma	solid	OV	PCAWG	Helen	Zhu	Molecular Cell	2020	No
1633	31954095	Lung-SCC	NA	primary	NBPF1	ENSG00000219481	SNV	FMRE	NA	3	Yes	No	gene expression association	F-test	adult	Lung-SCC	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	PCAWG	Helen	Zhu	Molecular Cell	2020	No
1638	31954095	Lung-SCC	NA	primary	WDR74	ENSG00000133316	SNV	FMRE	NA	3	Yes	No	gene expression association	F-test	adult	Lung-SCC	NA	Carcinoma	Lung	Lung Squamous Cell Carcinoma	solid	LUSC	PCAWG	Helen	Zhu	Molecular Cell	2020	No
1635	31954095	Breast-AdenoCa	NA	primary	ICK	ENSG00000112144	SNV	FMRE	NA	6	Yes	No	gene expression association	F-test	adult	Breast-AdenoCa	NA	Carcinoma	Breast	Breast Invasive Carcinoma	solid	BRCA	PCAWG	Helen	Zhu	Molecular Cell	2020	No
1639	31974375	Prostate cancer	200	primary	FOXA1	ENSG00000129514	SNV	CRE	10	9	Yes	No	computational prediction	C3D	adult	PRAD	NA	Carcinoma	Prostate	Prostate Adenocarcinoma	solid	PRAD	ICGC	Stanley	Zhou	Nature Communications	2020	Yes
1640	31974375	Prostate cancer	NA	primary	FOXA1	ENSG00000129514	SNV	CRE	NA	NA	Yes	No	experimental validation	CRISPR/Cas9 and mRNA expression	adult	PRAD	NA	Carcinoma	Prostate	Prostate Adenocarcinoma	solid	PRAD	ICGC	Stanley	Zhou	Nature Communications	2020	Yes
1641	31974375	Prostate cancer	NA	primary	FOXA1	ENSG00000129514	SNV	CRE	NA	NA	Yes	No	experimental validation	luciferase reporter assay	adult	PRAD	NA	Carcinoma	Prostate	Prostate Adenocarcinoma	solid	PRAD	ICGC	Stanley	Zhou	Nature Communications	2020	Yes
1642	30718927	EAC	379	primary	MTERFD1	ENSG00000156469	SNV	promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1643	30718927	EAC	379	primary	SDCCAG8	ENSG00000054282	SNV	promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1644	30718927	EAC	379	primary	HIST1H2BO	ENSG00000196331	SNV	promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1645	30718927	EAC	379	primary	HIST1H2AM	ENSG00000233224	SNV	promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1646	30718927	EAC	379	primary	RPGRIP1L	ENSG00000103494	SNV	promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1647	30718927	EAC	379	primary	PTDSS1	ENSG00000156471	SNV	promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1648	30718927	EAC	379	primary	WDR74	ENSG00000133316	SNV	promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1649	30718927	EAC	379	primary	MMP24	ENSG00000125966	SNV	5UTR	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1650	30718927	EAC	379	primary	FTO	ENSG00000140718	SNV	5UTR	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1651	30718927	EAC	379	primary	MTG2	ENSG00000101181	SNV	5UTR	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1652	30718927	EAC	379	primary	PTDSS1	ENSG00000156471	SNV	5UTR	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1653	30718927	EAC	379	primary	WDR74	ENSG00000133316	SNV	5UTR	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1654	30718927	EAC	379	primary	OPALIN	ENSG00000197430	SNV	3UTR	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1655	30718927	EAC	379	primary	TP53TG1	ENSG00000182165	SNV	enhancer	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1656	30718927	EAC	379	primary	ABCG2	ENSG00000118777	SNV	enhancer	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1657	30718927	EAC	379	primary	G062818	none	SNV	lncRNA	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1658	30718927	EAC	379	primary	NEAT1	ENSG00000245532	SNV	lncRNA	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1659	30718927	EAC	379	primary	RNU12	ENSG00000270022	SNV	lncRNA	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1660	30718927	EAC	379	primary	RNU12	ENSG00000270022	SNV	lncRNA promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1661	30718927	EAC	379	primary	G079632	none	SNV	lncRNA promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1662	30718927	EAC	379	primary	AC010127.3	ENSG00000236107	SNV	lncRNA promoter	NA	NA	Yes	No	computational prediction	ActiveDriverWGS	adult	ESAD-UK	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	ICGC	Alexander	Frankell	Nature Genetics	2019	No
1663	31597163	Liver-HCC	189	primary	U1	ENSG00000264893	SNV	snRNA	NA	16	Yes	No	computational prediction	LeafCutter	adult	Liver-HCC	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	PCAWG	Shimin	Shuai	Nature	2019	No
1664	31597163	Lymph-CLL	78	primary	U1	ENSG00000264893	SNV	snRNA	NA	8	Yes	No	computational prediction	LeafCutter	adult	Lymph-CLL	NA	Leukemia	Lymphoid	Chronic Lymphoctytic Leukemia	liquid	CLL	PCAWG	Shimin	Shuai	Nature	2019	No
1667	NA	Lymph-CLL	78	primary	U1	ENSG00000264893	SNV	snRNA	NA	8	Yes	No	computational prediction	GSEA	adult	Lymph-CLL	NA	Leukemia	Lymphoid	Chronic Lymphoctytic Leukemia	liquid	CLL	PCAWG	Shimin	Shuai	Nature	2019	No
